department,cname,score,cls_name,credit,note
CH,英文作文(三),"This course aims at helping students further expand their writing skills and draft up effective essays in which unity, support and coherence are to be adroitly displayed.  

Students will be required to produce essays in three rhetoric modes: narration, exemplification and comparison or contrast.  For each essay, 2 preliminary drafts and 1 final draft are required.  Each essay will be graded based on 5 criteria: thesis/focus (unity), content development (support), organization (coherence), syntax/diction and mechanics/grammar.

Grade breakdown: 
	      Portfolio			 	60% 
       reflective journals            15% 
       peer review                      15% 
       participation and attendance  10%",外文二乙,2.0,限外文系學生。
CH,語言學概論(一),"Worksheets 1-10   10%
3 Quizzes   40% 
Midterm Exam   25%   
Final Exam   25%

Absence                         -1 point/hour
Tardy                           -0.5 points/class
Excellent attendance (No absences; no tardies)  +3 points/semester

CELL PHONE USE AND TEXTING ARE NOT ALLOWED IN CLASS.
Anyone who is observed text messaging or using an electronic device during class will be asked to drop the course.",外文二乙,3.0,限外文系學生。
CH,英語會話,"In class participation (50% including homework, teamwork, talking time/notes, attitude, attendance )
Midterm exam (25%) 
Final exam (25%)

Grading scale:
Fail (below 60): No participation; Frequent absence; Unable to be understood
Low level of performance = TOEFL Low (but with good study attitude) (60-69)  
Mid  (70-79) = TOEFL Mid
Mid-High (80-85)
High (86-95) = TOEFL High

Extra bonus (出示參與證明,由授課教師認可後,加在學期總平均以後,每多參與一項活動,多加2分,總平均加到99分為止): 
1. Show the evidence of attending conversational events including EZ Cafe tutorial hours on campus, movie nights, voluntary teaching,and so on.
2. Attend oral-relevant contests.",外文二乙,2.0,限外文系學生。
CH,英文作文(三),"This course aims to help students enahnce their academic writing skills after they study three main types of essays including descriptive/ narrative, illustration (exposition) and comparision/contrast essays.

Students need to practice how to analyze texts, write and publish their origianal essays with self- and peer-editing skills. For each essay,two preliminary drafts and one final draft are required. Each essay will be evaluated based on the following criteria: content (clarity and creativity), organization (thesis/ paragraph development, and coherence), grammar, dictions and  mechanics.
No plagiarism is allowed. 

Grading policy:
weekly perforamcnes (in-class/online discussions, assignments and quizzes )  20% 
three compositions 30%
revisions of the three pieces of composition 25% 
Oral report/ conference 1 & 2 including 2 writing journals (mid-term/ final exam)  20%
extra/excellent scores (No absence, contests, ...)  5%",外文二乙,2.0,限外文系學生。
CH,第二外語（一）-日文,-1,外文二乙,2.0,
CH,第二外語（一）-法文,-1,外文二乙,2.0,
CH,第二外語（一）-德文,-1,外文二乙,2.0,
CH,第二外語（一）-西班牙文,-1,外文二乙,2.0,
CH,英國文學1600以前,-1,外文二乙,3.0,限外文系學生。
CH,文學與地景,-1,外文二乙,2.0,
CH,英語語言史,-1,外文二乙,2.0, 
CH,新聞英文閱讀,-1,外文二乙,2.0,
CH,散文選讀,-1,外文二乙,2.0, 
CH,英語教學概論,-1,外文二乙,2.0, 
CH,戲劇選讀,-1,外文二乙,3.0, 
CH,班級活動,,外文三甲,0.0, 
CH,英語辯論,,外文三甲,2.0,限外文系學生。
CH,英語辯論,"This course provides the foundations of academic debate. Students will learn the fundamentals of making an argument as well as standard debate procedures. Furthermore, through class discussion, group work, research and brief writing, practice with the public debate format, flowing (note-taking during debates), practice with both affirmative and negative positions, and judging a debate, the course will strengthen students' skills in the areas of critical thinking, open-mindedness, quick thinking, organization, analysis, and teamwork.",外文三甲,2.0,限外文系學生。
CH,英文作文(五),"Class Regulations:
1. Students are required to participate actively in class, including answering questions, participating in group work, as well as class discussion.
2. Food, drinks and the use of mobile are not allowed in class. Violations will be reflected in the final grade of the course.
3. There will be NO make-up quizzes for ANY reason. Also, late assignments will NOT be graded 0 as punishment.
4. Being late for 10 minutes will be considered an absence.
5. If you are absent for 6 classes of the semester (including sick leave, leave for personal reason and school affairs), you will lose 20 points of the final grade.
Evaluation Criteria:
1. written assignments: 50%
2. in-class participation and activities: 10% 
3. quizzes: 20%
4. attendance: 20%",外文三甲,2.0,限外文系學生。
CH,英文作文(五),"On the one hand, students need to learn how to write summaries. 
On the other hand, students have to learn how to write appropriate responses to the content. 
The course highly demands that students develop writing skills through the advancement of listening, reading and vocabulary skills. 

平時50% (attendance, homework, peer review, discussion and presentation)
期中驗收成績25% (portfolio + spontaneous writing)
期末驗收成績25% (portfolio + spontaneous writing)",外文三甲,2.0,限外文系學生。
CH,英文作文(五),"Attendance & Participation (20%)
Journals (x3) (30%)
Midterm (25%)
Finals (25%)",外文三甲,2.0,限外文系學生。
CH,筆譯概論,"Participation/Quizzes/Assignments/Attendance 50%; Midterm Exam 25%; Final exam--Oral presentation 25%
* Students who are over 15 minutes late will be considered absent from the class of the day.",外文三甲,2.0,限外文系學生。
CH,筆譯概論,"4 Assignments: 32%
Translating Subtitles 15%
3 Discussions: 9%
Self-evaluations (5%, 15%, 15%): 35%
Attendance and In-class work: 9%",外文三甲,2.0,限外文系學生。
CH,英文作文(五),"Class Regulations:
1. Students are required to participate actively in class, including answering questions, participating in group work, as well as class discussion.
2. Food, drinks and the use of mobile are not allowed in class. Violations will be reflected in the final grade of the course.
3. There will be NO make-up quizzes for ANY reason. Also, late assignments will NOT be graded 0 as punishment.
4. Being late for 10 minutes will be considered an absence.
5. If you are absent for 6 classes of the semester (including sick leave, leave for personal reason and school affairs), you will lose 20 points of the final grade.
Evaluation Criteria:
1. written assignments: 50%
2. in-class participation and activities: 10% 
3. quizzes: 20%
4. attendance: 20%",外文三甲,2.0,限外文系學生。
CH,第二外語（三）-日文,-1,外文三甲,2.0,
CH,第二外語（三）-法文,-1,外文三甲,2.0,
CH,第二外語（三）-德文,-1,外文三甲,2.0,
CH,第二外語（三）-西班牙文,-1,外文三甲,2.0,
CH,美國文學1865以前,-1,外文三甲,3.0,限外文系學生。
CH,英國文學1800-1900,-1,外文三甲,3.0,限外文系學生。
CH,兒童與青少年文學,-1,外文三甲,2.0,
CH,英詩選讀,-1,外文三甲,3.0,
CH,英語教學課程教材設計,-1,外文三甲,2.0,
CH,第二外語會話（一）-日文,-1,外文三甲,2.0,
CH,第二外語會話（一）-德文,-1,外文三甲,2.0,
CH,外語文專題,-1,外文三甲,3.0,
CH,班級活動,"in class performance 70%, Attendance 30%",外文三乙,0.0, 
CH,英語辯論,"Attendance 15%
Class Performance 25%
Assignments 20%
Debate I &  Research Portfolio  20%
Debate II & Research Portfolio  20%

Course Objective:
English Debate is an extension of public speaking as it requires the skills in expository, persuasive, informative, and impromptu speeches. In this course, students will (a) develop critical thinking skills and the ability to look at both sides of an issue, (b) learn different forms of debate (for example, Parliamentary debate and Oregon debate), (c) study the theoretical background of debate and argumentation, (d) be able to print out logical fallacy, (e) develop awareness of posture, vocal quality, and nonverbal communication, (f) acquire oral advocacy and refutation skills, (g) appreciate the opposing viewpoints.

Students are expect to deliver speech and do debate round assigned. 
Debate topics will be assigned for each week - students are expected to do research and build their cases before class.
Students are required to observe others' debates and compete in at least one (group) debate for Midterm and Final Exam.

Expectations
(1) Preparation: Students are expected to be present and prepared for class. Students must read the assigned material for each week before class. Readings Materials and relevant websites are found in the weekly update on iLearn.
Attendance is the most basic responsibility of students who enroll in this course. Please arrive on time. I do a verbal roll-call attendance at the beginning of class. Where illness or other reasons prevent student from attending the class, students should provide leave of absence form according to university regulations.
(2) Presentation & Assignments: Each student is required to conduct a research, give a presentation, and upload the presentation to the Assignment section on iLearn. Presentations will be scheduled in advance. Students must present on the date assigned to them. Failure to do so will result in a score of zero. 
(3) Civility & Courtesy: Students are expected to be active participants in class discussions. Please show curtsey to others: no sleeping, chatting, corresponding with your friends during lectures/presentations/discussions. Be courteous to classmates by paying attention to presentations and by being open-minded in regard to the opinions and ideas of others. 
(4) Cellphone & Food Policy: Cellphones must be stowed away and turned off for the duration of the class. No food allowed in class.",外文三乙,2.0,限外文系學生。
CH,英語辯論,,外文三乙,2.0,限外文系學生。
CH,英文作文(五),"Attendance & Participation: 35%
Summary: 25%
Book Report: 40%",外文三乙,2.0,限外文系學生。
CH,英文作文(五),"Class Regulations:
1. Students are required to participate actively in class, including answering questions, participating in group work, as well as class discussion.
2. Food, drinks and the use of mobile are not allowed in class. Violations will be reflected in the final grade of the course.
3. There will be NO make-up quizzes for ANY reason. Also, late assignments will be graded 0 as punishment. 
4. Being late for 10 minutes will be considered an absence.
5. If you are absent for 6 classes of the semester (including sick leave, leave for personal reason and school affairs), you will lose 20 points of the final grade.
Evaluation Criteria:
1. written assignments: 50%
2. in-class participation and activities: 10% 
3. quizzes: 20%
4. attendance: 20%",外文三乙,2.0,限外文系學生。
CH,英文作文(五),"Attendance & Participation: 35%
Summary: 25%
Book Report: 40%",外文三乙,2.0,限外文系學生。
CH,筆譯概論,"Participation/Quizzes/Assignments/Attendance 50%; Midterm Exam 25%; Final exam--Oral presentation 25%
* Students who are over 15 minutes late will be considered absent from the class of the day.",外文三乙,2.0,限外文系學生。
CH,筆譯概論,"4 Assignments: 32%
Translating Subtitles 15%
3 Discussions: 9%
Self-evaluations (5%, 15%, 15%): 35%
Attendance and In-class work: 9%",外文三乙,2.0,限外文系學生。
CH,英文作文(五),"Attendance & Participation: 35%
Summary: 25%
Book Report: 40%",外文三乙,2.0,限外文系學生。
CH,第二外語（三）-日文,-1,外文三乙,2.0,
CH,第二外語（三）-法文,-1,外文三乙,2.0,
CH,第二外語（三）-德文,-1,外文三乙,2.0,
CH,第二外語（三）-西班牙文,-1,外文三乙,2.0,
CH,美國文學1865以前,-1,外文三乙,3.0,限外文系學生。
CH,英國文學1800-1900,-1,外文三乙,3.0,限外文系學生。
CH,兒童與青少年文學,-1,外文三乙,2.0,
CH,英詩選讀,-1,外文三乙,3.0,
CH,英語教學課程教材設計,-1,外文三乙,2.0,
CH,第二外語會話（一）-日文,-1,外文三乙,2.0,
CH,第二外語會話（一）-德文,-1,外文三乙,2.0,
CH,外語文專題,-1,外文三乙,3.0,
CH,班級活動,個別討論,外文四甲,0.0,
CH,英文媒體溝通,-1,外文四甲,3.0,
CH,畢業公演：演出與製作,-1,外文四甲,2.0,限外文系學生。
CH,歐洲文學1350-1800,-1,外文四甲,3.0,
CH,英語教學實務,-1,外文四甲,2.0,
CH,日語聽力(一),-1,外文四甲,2.0,
CH,口譯技巧演練,-1,外文四甲,2.0,
CH,筆譯技巧與習作,-1,外文四甲,2.0,
CH,商用英文,-1,外文四甲,2.0,
CH,班級活動,教官評操行分數.導師不需給予操行分數.,外文四乙,0.0,
CH,英文媒體溝通,-1,外文四乙,3.0,
CH,畢業公演：演出與製作,-1,外文四乙,2.0,限外文系學生。
CH,歐洲文學1350-1800,-1,外文四乙,3.0,
CH,英語教學實務,-1,外文四乙,2.0,
CH,日語聽力(一),-1,外文四乙,2.0,
CH,口譯技巧演練,-1,外文四乙,2.0,
CH,筆譯技巧與習作,-1,外文四乙,2.0,
CH,商用英文,-1,外文四乙,2.0,
CI,教學學習實務(一),,資電學院綜合班,0.0,
CI,物聯網入門,,資電學院綜合班,1.0,"課程須配合星期一第9.10節實習課,如有衝堂請勿加選此門課程"
CI,R語言資料科學基石,"上機作業 30%
期中上機考 30%
期末專題 30%
演講出席 5%
平時成績 5%",資電學院綜合班,2.0,
CI,機器人簡介,,資電學院綜合班,1.0,請至資電學院選課
CI,班級活動,,資訊一甲,0.0, 
CI,體育(一),術科60%平常30%常識10%,資訊一甲,0.0, 
CI,服務學習,,資訊一甲,0.0, 
CI,計算機概論與實習(I),"課堂作業30%, 程式實作30%, 集中考試40%",資訊一甲,2.0, 
CI,計算機概論與實習(II),"課堂作業30%, 程式實作30%, 集中考試40%",資訊一甲,2.0, 
CI,微積分(一)實習,,資訊一甲,0.0, 
CI,微積分(一),期中:30% ; 期末:30% ; 平時:40%,資訊一甲,3.0, 
CI,線性代數,,資訊一甲,3.0, 
CI,資訊素養作業二：危機處理分析,,資訊一甲,0.0, 
CI,資電概論與倫理,-1,資訊一甲,2.0,
CI,大學國文(一),-1,資訊一甲,2.0,
CI,大學國文(一),-1,資訊一甲,2.0,
CI,大學國文(一),-1,資訊一甲,2.0,
CI,大學國文(一),-1,資訊一甲,2.0,
CI,大學國文(一),-1,資訊一甲,2.0,
CI,大學國文(一),-1,資訊一甲,2.0,
CI,大學國文(一),-1,資訊一甲,2.0,
CI,全民國防教育軍事訓練(一),-1,資訊一甲,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CI,班級活動,小組討論,資訊一乙,0.0, 
CI,體育(一),術科60%平常30%常識10%,資訊一乙,0.0, 
CI,服務學習,,資訊一乙,0.0, 
CI,計算機概論與實習(I),正課: 55% 實習課: 45%,資訊一乙,2.0, 
CI,計算機概論與實習(II),正課: 55% 實習課: 45%,資訊一乙,2.0, 
CI,微積分(一)實習,,資訊一乙,0.0, 
CI,微積分(一),"期中 20%, 期末 20%, 其他 40% MpleTA 20%

期中、期末考均配合學校考試時程。內容包含所有講授內容。 

""其他 40%"" 的內容是: 
實習課(助教上課)(含一次或兩次會考, 小考1~3次, 作業)，
目的在訓練解題技巧及培養學生平時複習的學習習慣。 
大都是讓學生做基本的練習題, 及解答學生的問題.",資訊一乙,3.0, 
CI,線性代數,期中考30%、期末考30%、小考+作業40%,資訊一乙,3.0, 
CI,資訊素養作業二：危機處理分析,,資訊一乙,0.0, 
CI,資電概論與倫理,-1,資訊一乙,2.0,
CI,大學國文(一),-1,資訊一乙,2.0,
CI,大學國文(一),-1,資訊一乙,2.0,
CI,大學國文(一),-1,資訊一乙,2.0,
CI,大學國文(一),-1,資訊一乙,2.0,
CI,大學國文(一),-1,資訊一乙,2.0,
CI,大學國文(一),-1,資訊一乙,2.0,
CI,全民國防教育軍事訓練(一),-1,資訊一乙,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CI,班級活動,報告與討論,資訊一丙,0.0, 
CI,體育(一),"1.期中成績:20% - 游泳或陸上運動成績(擇優取一)
2.期末成績:40% - 體適能檢測成績(體適能系統成績給分，完成補就教學學生基本分數為60分，在參考後測成績評定，未完成補救教學此項成績為0分)
3.平時成績:40% - 學生除符合教師上課之規定外須完成逢甲大學健康護照內之自我健康管理項目，每學期至少900點，未完成此項成績為0分",資訊一丙,0.0, 
CI,服務學習,,資訊一丙,0.0, 
CI,計算機概論與實習(I),"課堂15%, 實習課45%, 集中考試40%",資訊一丙,2.0, 
CI,計算機概論與實習(II),"課堂15%, 實習課45%, 集中考試40%",資訊一丙,2.0, 
CI,微積分(一)實習,,資訊一丙,0.0, 
CI,微積分(一),期中:30% ; 期末:30% ; 平時:40%,資訊一丙,3.0, 
CI,線性代數,"期中考20%, 期末考30%, 作業40%, 出席10%",資訊一丙,3.0, 
CI,資訊素養作業二：危機處理分析,,資訊一丙,0.0, 
CI,資電概論與倫理,-1,資訊一丙,2.0,
CI,大學國文(一),-1,資訊一丙,2.0,
CI,大學國文(一),-1,資訊一丙,2.0,
CI,大學國文(一),-1,資訊一丙,2.0,
CI,大學國文(一),-1,資訊一丙,2.0,
CI,大學國文(一),-1,資訊一丙,2.0,
CI,大學國文(一),-1,資訊一丙,2.0,
CI,大學國文(一),-1,資訊一丙,2.0,
CI,全民國防教育軍事訓練(一),-1,資訊一丙,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CI,班級活動,,資訊二甲,0.0, 
CI,資料結構實習,"作業:30%
課堂練習:30%
出席:10%
期中上機測驗:20%
期末上機測驗:20%",資訊二甲,1.0,
CI,資料結構,"1.平時(實習、小考)：60％
2.期中考：20％
3.期末考：20％",資訊二甲,3.0,
CI,離散數學,,資訊二甲,3.0,
CI,班級活動,,資訊二乙,0.0, 
CI,資料結構實習,"課堂練習: 20%
出席: 10%
期中上機測驗: 30%
期末上機測驗: 40%",資訊二乙,1.0,
CI,資料結構,"1.平時(實習、小考、出席)： 20％ 
2.期中考： 40％ 
3.期末考： 40％",資訊二乙,3.0,
CI,離散數學,,資訊二乙,3.0,
CI,班級活動,,資訊二丙,0.0, 
CI,資料結構實習,"平時 30% 
期中考 35% 
期末考 35%",資訊二丙,1.0,
CI,資料結構,"平時 30% 
期中考 35% 
期末考 35%",資訊二丙,3.0,
CI,離散數學,"作業 50% (10*5%)
小考 15%
考試 35% (期中考15% 期末考20%)",資訊二丙,3.0,
CI,班級活動,"1.	In-class Q&A (課堂問答)
2.	Roll Call (出席記錄)",資訊二丁,0.0,
CI,資料結構實習,"作業:30%
課堂練習:30%
出席:10%
期中上機測驗:20%
期末上機測驗:20%",資訊二丁,1.0,
CI,資料結構,"1.平時(實習、小考)：60％
2.期中考：20％
3.期末考：20％",資訊二丁,3.0,
CI,離散數學,,資訊二丁,3.0,
CI,班級活動,,資訊三甲,0.0, 
CI,作業系統(一),期中考30％，期末考40％，平時30％,資訊三甲,3.0,
CI,專業外語,"課堂參與 25% （出缺席、課堂練習）
作業 20% （履歷寫作 10%，email寫作10%）
期中考 25% （模擬求職面試）
期末考 30% （期末簡報 + Q&A）",資訊三甲,2.0, 
CI,班級活動,,資訊三乙,0.0, 
CI,作業系統(一),期中考35％，期末考35％，平時30％,資訊三乙,3.0,
CI,專業外語,"課堂參與 25% （出缺席、課堂練習）
作業 20% （履歷寫作 10%，email寫作10%）
期中考 25% （模擬求職面試）
期末考 30% （期末簡報 + Q&A）",資訊三乙,2.0, 
CI,班級活動,,資訊三丙,0.0, 
CI,作業系統(一),"作業與小考 50% 
期中考 20% 
期末考 20% 
點名 10%",資訊三丙,3.0,
CI,專業外語,"課堂參與 25% （4 scheduled quizzes+1 pop quiz, 5% each)）
作業 20% （履歷寫作 10%，email寫作10%）
期中考 25% （模擬求職面試）
期末考 30% （technical terms 5%+final presentation & Q&A 25%)）
Up to 5% average bonus  (active participation in class)",資訊三丙,2.0, 
CI,班級活動,無,資訊三丁,0.0,
CI,作業系統(一),期中考35％，期末考35％，平時30％,資訊三丁,3.0,
CI,專業外語,"課堂參與 25% （出缺席、課堂練習）
作業 20% （履歷寫作 10%，email寫作10%）
期中考 25% （模擬求職面試）
期末考 30% （期末簡報 + Q&A）

Extra credit
-Participation in English activities or contests

Note: Any overdue assignment will not be accepted!",資訊三丁,2.0,
CI,班級活動,,資訊四甲,0.0,
CI,專題研究(二),,資訊四甲,2.0, 
CI,產業實習導論,-1,資訊四甲,1.0,
CI,專題產業實習,-1,資訊四甲,9.0,
CI,班級活動,,資訊四乙,0.0,
CI,專題研究(二),,資訊四乙,2.0, 
CI,產業實習導論,-1,資訊四乙,1.0,
CI,專題產業實習,-1,資訊四乙,9.0,
CI,班級活動,,資訊四丙,0.0,
CI,專題研究(二),,資訊四丙,2.0, 
CI,產業實習導論,-1,資訊四丙,1.0,
CI,專題產業實習,-1,資訊四丙,9.0,
CI,電子學,"期中:35%
期末:40%
平時:25%",電腦系統學程資訊二,3.0,
CI,電子學實驗,"期中:15%
期末:15%。
實驗:70%",電腦系統學程資訊二,1.0,
CI,數位系統設計,期中，期末，平時,電腦系統學程資訊二,3.0,
CI,數位系統設計實驗,"期中, 期末, 實驗作業",電腦系統學程資訊二,1.0,
CI,物件導向設計,,軟體工程學程資訊二,3.0,
CI,物件導向設計實習,,軟體工程學程資訊二,1.0,
CI,軟體工程導論,"作業 35% 
期末專題 35% 
指定閱讀報告 15% 
專題演講出席 5%
專題演講心得報告 5% 
平時成績 10%",軟體工程學程資訊二,3.0,
CI,Web程式設計,"專題&報告 (3 次): 45 %
期中&期末考: 30 %
課堂/作業練習(含點名): 25 %",軟體工程學程資訊二,3.0, 
CI,通訊與網路概論,"1.	CCNA 線上測驗(該單元結束後自行上網測驗)：5% 
    	沒有測驗一次扣一分，無故未事先申請同意者將無法補測。
    	測驗成績未達 80% 需補考至 80% 以上，否則一次扣 0.5 分。
2.	期中、期末考：60% 
3.	作業與實驗實習： 
    	作業：子網劃分（3%）、static route (4%)、其它(3%)
    	子網劃分測驗 (5%)
    	網路線實驗  (5%)
    	Static Route測驗 (10%)
4.	隨機考、平時表現: 5%",軟體工程學程資訊二,3.0,
CI,Web程式設計,"專題&報告 (3 次): 45 %
期中&期末考: 30 %
課堂/作業練習(含點名): 25 %",軟體工程學程資訊二,3.0,
CI,物件導向設計,,軟體工程學程資訊二,3.0,
CI,物件導向設計實習,,軟體工程學程資訊二,1.0,
CI,軟體工程導論,"作業 35% 
期末專題 35% 
指定閱讀報告 15% 
專題演講出席 5%
專題演講心得報告 5% 
平時成績 10%",軟體工程學程資訊二,3.0,
CI,密碼學,"Midterm	(30%)
Final	(30%)
Quiz and exercise          (40%)",網路與資安學程資訊二,3.0,
CI,通訊與網路概論,"1.線上測驗：10%，缺考一次扣2分，各章考試成績<60分扣1分，10分扣完為止。 
2.平時課後小考：15% 
3.期中考與期末考：60% 
4.實驗實習：15%",網路與資安學程資訊二,3.0,
CI,Web程式設計,,網路與資安學程資訊二,3.0,
CI,物件導向設計,"考試：55%
作業：25%
其他: 20%",網路與資安學程資訊二,3.0,
CI,物件導向設計實習,,網路與資安學程資訊二,1.0,
CI,軟體工程導論,"作業 35% 
期末專題 35% 
指定閱讀報告 15% 
專題演講出席 5%
專題演講心得報告 5% 
平時成績 10%",網路與資安學程資訊二,3.0,
CI,編譯器,"作業與小考 50% 
期中考 20% 
期末考 20% 
點名 10%",電腦系統學程資訊三,3.0,
CI,嵌入式系統導論,,電腦系統學程資訊三,3.0,
CI,程式語言,"平時 (作業 35% , 點名 10% , 綜合考評 5%): 50%,  期中考: 25%,   期末考: 25% ;",電腦系統學程資訊三,3.0,
CI,資料庫系統,"A 期中考：30%
B 期末考：30%
C 平  時：40%",電腦系統學程資訊三,3.0,
CI,數位影像處理,考試 20%、作業 40%、期末專題 40%,電腦系統學程資訊三,3.0,
CI,資料庫系統,"A 期中考：30%
B 期末考：30%
C 平  時：40%",軟體工程學程資訊三,3.0,
CI,程式語言,"平時(小考、作業、出席)：40%, 期中考:30%, 期末考:30%",軟體工程學程資訊三,3.0,
CI,資料庫系統,"A 期中考：30%
B 期末考：30%
C 平  時：40%",軟體工程學程資訊三,3.0,
CI,社群網路APP開發與應用,"A 期中考：30%
B 期末考：30%
C 平  時：40%",軟體工程學程資訊三,3.0, 
CI,物件導向軟體工程,"學生必須分組以物件導向軟體開發的方式完成一個軟體專案。
* Midterm exam: 25%;
* Final exam: 25%.
* Homework assignment: 25%; 
* Project assignment: 20% 
* Others: 5%",軟體工程學程資訊三,3.0, 
CI,使用者經驗設計,"平時成績50%: (個人及小組作業 35%,點名10% ,綜合考評 5%) ,期中考 25% ,期末考 25% ;",軟體工程學程資訊三,3.0,
CI,網路程式設計,"1.	平時成績 (45%)
    	Lab：40%
    	每一份Lab，完成題目要求的基本功能得85 分。
    	除了題目的要求，另增加其它進階功能者，依所增加功能的難易程度加分，最高至滿分100分。
    	平時表現、隨機考、出缺席狀況、…：5%
2.	期中考 (25%)
3.	期末作業 (30%)
    	期末專題企劃書：5 %",網路與資安學程資訊三,2.0,
CI,網路程式設計實習,"1.	平時成績 (45%)
    	Lab：40%
    	每一份Lab，完成題目要求的基本功能得85 分。
    	除了題目的要求，另增加其它進階功能者，依所增加功能的難易程度加分，最高至滿分100分。
    	平時表現、隨機考、出缺席狀況、…：5%
2.	期中考 (25%)
3.	期末作業 (30%)
    	期末專題企劃書：5 %",網路與資安學程資訊三,1.0,
CI,安全程式設計,"平時 40%
期中 30%
期末 30%",網路與資安學程資訊三,3.0, 
CI,資訊安全管理,"1. 期中考
2. 課堂討論報告
3. 期末考或報告
4. 點名, In-class 筆試",網路與資安學程資訊三,3.0,
CI,寬頻網路,,網路與資安學程資訊三,3.0, 
CI,資料倉儲與資料挖掘,1. Mid-term exam. 30%，2. Final exam. 30%，3. Homework and Team Project. 40%.,軟體工程學程資訊四,3.0,
CI,人工智慧與深度學習,,軟體工程學程資訊四,3.0,
CI,資訊與網路安全,"LAB Exam/LAB Homework: 40%
In-class Exam/Roll Call: 10%
Midterm Exam: 25%
Final Project/Oral Presentation: 25%",網際網路學程資訊四,3.0,
CI,班級活動,備註：依據「學生操行成績評定及核算要點」第四條辦理，導師按照學生之行為舉止、學習精神、氣度儀態、生活習慣、領導熱忱、服務合群等六大項，可加減一至四分，做為學生操行成績評定標準。,電子一甲,0.0, 
CI,體育(一),期中20%平常40%期末40%,電子一甲,0.0, 
CI,服務學習,,電子一甲,0.0, 
CI,計算機概論(一),"Mid: 30%
Quiz: 40%
Final: 30%

Project: 50% (Elective item)
Roll Call: pass/fail ?",電子一甲,3.0, 
CI,計算機概論實習(一),"出席 - 10%
平時小考 - 30%(兩次)
期中上機考- 30%
期末上機考- 30%",電子一甲,1.0, 
CI,普通物理-電、磁、光,"平時成績(點名,習作,課堂問答)佔30%, 期末全校統一會考, 10%,
期中考佔30% 
期未考佔30%",電子一甲,3.0, 
CI,微積分(一)實習,,電子一甲,0.0, 
CI,微積分(一),"課堂講授, 習作演練 , 平時考核(40%) , 期中考核(30%) , 期末考核(30%)",電子一甲,3.0, 
CI,線性代數,"學期成績計算項目及權重標準如下：
A.	Exam 1 (Midterm)	30%
B.	Exam 2 (Final)	30%
C.	平常考*2	          40%

2.集中考試（Exam 1、Exam 2）：
  期中、期末考均配合學校考試時程，這些屬於E2核心能力邏輯推理與計算能力的測驗(2*30%)。

3. 小考
  兩次A1核心能力觀念題的測驗(30%）
4.點名無故不到者（沒事先請假者）, 每次扣平常分數2分（最高扣10分）",電子一甲,3.0, 
CI,資訊素養作業二：危機處理分析,,電子一甲,0.0, 
CI,資電概論與倫理,-1,電子一甲,2.0,
CI,大學國文(一),-1,電子一甲,2.0,
CI,大學國文(一),-1,電子一甲,2.0,
CI,大學國文(一),-1,電子一甲,2.0,
CI,大學國文(一),-1,電子一甲,2.0,
CI,大學國文(一),-1,電子一甲,2.0,
CI,全民國防教育軍事訓練(一),-1,電子一甲,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CI,班級活動,,電子一乙,0.0, 
CI,體育(一),"期中成績20%
平時成績40%
期末成績40%",電子一乙,0.0, 
CI,服務學習,,電子一乙,0.0, 
CI,計算機概論(一),"(1) Midterm exam: 30% 
(2) assignment and quiz: 30% 
(3) Final exam: 40%",電子一乙,3.0, 
CI,計算機概論實習(一),"平時30% (點名10%  隨堂考/作業20%) 
期中30% 
期末40%",電子一乙,1.0, 
CI,普通物理-電、磁、光,"平時成績(點名,習作,課堂問答)佔40% 
期中考佔30% 
期未考佔30%",電子一乙,3.0, 
CI,微積分(一)實習,,電子一乙,0.0, 
CI,微積分(一),"1.期中考試 30% 
2.期末考試 30% 
3.平時成績 40%",電子一乙,3.0, 
CI,線性代數,"Participation 10%
Assignment 30%
Midterm exam 30%
Final exam 30%",電子一乙,3.0, 
CI,資訊素養作業二：危機處理分析,,電子一乙,0.0, 
CI,資電概論與倫理,-1,電子一乙,2.0,
CI,大學國文(一),-1,電子一乙,2.0,
CI,大學國文(一),-1,電子一乙,2.0,
CI,大學國文(一),-1,電子一乙,2.0,
CI,大學國文(一),-1,電子一乙,2.0,
CI,大學國文(一),-1,電子一乙,2.0,
CI,大學國文(一),-1,電子一乙,2.0,
CI,全民國防教育軍事訓練(一),-1,電子一乙,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CI,班級活動,班級活動出席率與個別輔導100%,電子二甲,0.0, 
CI,工程數學(一),期中考: 30% 期末考:30% 平時成績:40%,電子二甲,3.0, 
CI,向量分析,"1.學期成績計算項目及權重標準如下：
(1)Midterm exam: 30%
(2)In-class exam: 40% 
(3)Final exam: 30% 
考試（Exam 1、Exam 2 ＆ Quiz average）：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共四次，採取隨堂考試方式，目的在培養學生平時複習的學習習慣。隨堂考時間均已排定在課程進度表中。",電子二甲,3.0, 
