score,cls_name,credit,note,cid,tid,populartiy,ct
nan,外文二甲,2.0,限外文系學生。,498,541,1.0,498_541
"Lectures, Group Discussion, Exercises, Assignments, Quizzes, and Exams
Attendance and Participation: 15%
Assignments and Quizzes: 25%
Mid-term Exam: 30%
Final Exam: 30%",外文二甲,3.0,限外文系學生。,499,529,0.8,499_529
"1. Attendance (5%) & participation (10%)
2. Audio postings on iLearn 2.0 (10%)
3. Group work (25%, including Talent Show)
4. Midterm exam (25%) 
5. Final exam (25%)",外文二甲,2.0,限外文系學生。,497,439,1.0,497_439
"This course aims to help students enahnce their academic writing skills after they study three main types of essays including descriptive/ narrative, illustration (exposition) and comparision/contrast essays.
Students need to practice how to analyze texts, write and publish their origianal essays with self- and peer-editing skills. For each essay,two preliminary drafts and one final draft are required. Each essay will be evaluated based on the following criteria: content (clarity and creativity), organization (thesis/ paragraph development, and coherence), grammar, dictions and  mechanics.
No plagiarism is allowed. 
Grading policy:
weekly perforamcnes (in-class/online discussions, assignments and quizzes )  20% 
three compositions 30%
revisions of the three pieces of composition 25% 
Oral report/ conference 1 & 2 including 2 writing journals (mid-term/ final exam)  20%
extra/excellent scores (No absence, contests, ...)  5%",外文二甲,2.0,限外文系學生。,498,491,1.0,498_491
-1,外文二甲,2.0,,500,530,1.0,500_530
-1,外文二甲,2.0,,501,542,0.86,501_542
-1,外文二甲,2.0,,502,543,0.8,502_543
-1,外文二甲,2.0,,503,537,0.86,503_537
-1,外文二甲,3.0,限外文系學生。,504,534,1.0,504_534
-1,外文二甲,2.0,,505,517,0.9,505_517
-1,外文二甲,2.0, ,506,544,1.0,506_544
-1,外文二甲,2.0,,507,545,1.0,507_545
-1,外文二甲,2.0, ,508,542,0.7166666666666667,508_542
-1,外文二甲,2.0, ,509,528,0.7333333333333333,509_528
-1,外文二甲,3.0, ,510,542,1.0,510_542
nan,外文二乙,0.0, ,2,532,0.9333333333333333,2_532
"In class participation (50% including homework, teamwork, talking time/notes, attitude, attendance )
Midterm exam (25%) 
Final exam (25%)
Grading scale:
Fail (below 60): No participation; Frequent absence; Unable to be understood
Low level of performance = TOEFL Low (but with good study attitude) (60-69)  
Mid  (70-79) = TOEFL Mid
Mid-High (80-85)
High (86-95) = TOEFL High
Extra bonus (出示參與證明,由授課教師認可後,加在學期總平均以後,每多參與一項活動,多加2分,總平均加到99分為止): 
1. Show the evidence of attending conversational events including EZ Cafe tutorial hours on campus, movie nights, voluntary teaching,and so on.
2. Attend oral-relevant contests.",外文二乙,2.0,限外文系學生。,497,528,0.96,497_528
"This course aims at helping students further expand their writing skills and draft up effective essays in which unity, support and coherence are to be adroitly displayed. 
Students will be required to produce essays in three rhetoric modes: narration, exemplification and comparison or contrast. For each essay, 2 preliminary drafts and 1 final draft are required. Each essay will be graded based on 5 criteria: thesis/focus (unity), content development (support), organization (coherence), syntax/diction and mechanics/grammar. 
Grade breakdown: 
in-class writing 15% 
three compositions 40% 
revision of the three pieces of composition 25% 
Attention and participation; exercises 20%",外文二乙,2.0,限外文系學生。,498,4,1.0,498_4
"This course aims at helping students further expand their writing skills and draft up effective essays in which unity, support and coherence are to be adroitly displayed.  
Students will be required to produce essays in three rhetoric modes: narration, exemplification and comparison or contrast.  For each essay, 2 preliminary drafts and 1 final draft are required.  Each essay will be graded based on 5 criteria: thesis/focus (unity), content development (support), organization (coherence), syntax/diction and mechanics/grammar.
Grade breakdown: 
	      Portfolio			 	60% 
       reflective journals            15% 
       peer review                      15% 
       participation and attendance  10%",外文二乙,2.0,限外文系學生。,498,499,1.0,498_499
"Worksheets 1-10   10%
3 Quizzes   40% 
Midterm Exam   25%   
Final Exam   25%
Absence                         -1 point/hour
Tardy                           -0.5 points/class
Excellent attendance (No absences; no tardies)  +3 points/semester
CELL PHONE USE AND TEXTING ARE NOT ALLOWED IN CLASS.
Anyone who is observed text messaging or using an electronic device during class will be asked to drop the course.",外文二乙,3.0,限外文系學生。,499,533,1.0,499_533
nan,外文三甲,0.0, ,2,542,0.9166666666666666,2_542
nan,外文三甲,2.0,限外文系學生。,511,539,1.0,511_539
"This course provides the foundations of academic debate. Students will learn the fundamentals of making an argument as well as standard debate procedures. Furthermore, through class discussion, group work, research and brief writing, practice with the public debate format, flowing (note-taking during debates), practice with both affirmative and negative positions, and judging a debate, the course will strengthen students' skills in the areas of critical thinking, open-mindedness, quick thinking, organization, analysis, and teamwork.",外文三甲,2.0,限外文系學生。,511,344,1.0,511_344
"Class Regulations:
1. Students are required to participate actively in class, including answering questions, participating in group work, as well as class discussion.
2. Food, drinks and the use of mobile are not allowed in class. Violations will be reflected in the final grade of the course.
3. There will be NO make-up quizzes for ANY reason. Also, late assignments will NOT be graded 0 as punishment.
4. Being late for 10 minutes will be considered an absence.
5. If you are absent for 6 classes of the semester (including sick leave, leave for personal reason and school affairs), you will lose 20 points of the final grade.
Evaluation Criteria:
1. written assignments: 50%
2. in-class participation and activities: 10% 
3. quizzes: 20%
4. attendance: 20%",外文三甲,2.0,限外文系學生。,512,532,1.0,512_532
"On the one hand, students need to learn how to write summaries. 
On the other hand, students have to learn how to write appropriate responses to the content. 
The course highly demands that students develop writing skills through the advancement of listening, reading and vocabulary skills. 
平時50% (attendance, homework, peer review, discussion and presentation)
期中驗收成績25% (portfolio + spontaneous writing)
期末驗收成績25% (portfolio + spontaneous writing)",外文三甲,2.0,限外文系學生。,512,4,1.0,512_4
"Attendance & Participation (20%)
Journals (x3) (30%)
Midterm (25%)
Finals (25%)",外文三甲,2.0,限外文系學生。,512,536,1.0,512_536
"Participation/Quizzes/Assignments/Attendance 50%; Midterm Exam 25%; Final exam--Oral presentation 25%
* Students who are over 15 minutes late will be considered absent from the class of the day.",外文三甲,2.0,限外文系學生。,513,538,1.0,513_538
"4 Assignments: 32%
Translating Subtitles 15%
3 Discussions: 9%
Self-evaluations (5%, 15%, 15%): 35%
Attendance and In-class work: 9%",外文三甲,2.0,限外文系學生。,513,473,1.0,513_473
"Class Regulations:
1. Students are required to participate actively in class, including answering questions, participating in group work, as well as class discussion.
2. Food, drinks and the use of mobile are not allowed in class. Violations will be reflected in the final grade of the course.
3. There will be NO make-up quizzes for ANY reason. Also, late assignments will NOT be graded 0 as punishment.
4. Being late for 10 minutes will be considered an absence.
5. If you are absent for 6 classes of the semester (including sick leave, leave for personal reason and school affairs), you will lose 20 points of the final grade.
Evaluation Criteria:
1. written assignments: 50%
2. in-class participation and activities: 10% 
3. quizzes: 20%
4. attendance: 20%",外文三甲,2.0,限外文系學生。,512,545,1.0,512_545
-1,外文三甲,2.0,,514,530,1.0,514_530
-1,外文三甲,2.0,,515,542,0.34,515_542
-1,外文三甲,2.0,,516,543,0.48,516_543
-1,外文三甲,2.0,,517,537,0.62,517_537
-1,外文三甲,3.0,限外文系學生。,518,546,1.0,518_546
-1,外文三甲,3.0,限外文系學生。,519,547,1.0,519_547
-1,外文三甲,2.0,,520,534,1.0,520_534
-1,外文三甲,3.0,,521,546,0.85,521_546
-1,外文三甲,2.0,,522,548,0.7,522_548
-1,外文三甲,2.0,,523,530,0.92,523_530
-1,外文三甲,2.0,,524,543,0.46,524_543
-1,外文三甲,3.0,,525,547,0.23333333333333334,525_547
"in class performance 70%, Attendance 30%",外文三乙,0.0, ,2,538,0.8833333333333333,2_538
"Attendance 15%
Class Performance 25%
Assignments 20%
Debate I &  Research Portfolio  20%
Debate II & Research Portfolio  20%
Course Objective:
English Debate is an extension of public speaking as it requires the skills in expository, persuasive, informative, and impromptu speeches. In this course, students will (a) develop critical thinking skills and the ability to look at both sides of an issue, (b) learn different forms of debate (for example, Parliamentary debate and Oregon debate), (c) study the theoretical background of debate and argumentation, (d) be able to print out logical fallacy, (e) develop awareness of posture, vocal quality, and nonverbal communication, (f) acquire oral advocacy and refutation skills, (g) appreciate the opposing viewpoints.
Students are expect to deliver speech and do debate round assigned. 
Debate topics will be assigned for each week - students are expected to do research and build their cases before class.
Students are required to observe others' debates and compete in at least one (group) debate for Midterm and Final Exam.
Expectations
(1) Preparation: Students are expected to be present and prepared for class. Students must read the assigned material for each week before class. Readings Materials and relevant websites are found in the weekly update on iLearn.
Attendance is the most basic responsibility of students who enroll in this course. Please arrive on time. I do a verbal roll-call attendance at the beginning of class. Where illness or other reasons prevent student from attending the class, students should provide leave of absence form according to university regulations.
(2) Presentation & Assignments: Each student is required to conduct a research, give a presentation, and upload the presentation to the Assignment section on iLearn. Presentations will be scheduled in advance. Students must present on the date assigned to them. Failure to do so will result in a score of zero. 
(3) Civility & Courtesy: Students are expected to be active participants in class discussions. Please show curtsey to others: no sleeping, chatting, corresponding with your friends during lectures/presentations/discussions. Be courteous to classmates by paying attention to presentations and by being open-minded in regard to the opinions and ideas of others. 
(4) Cellphone & Food Policy: Cellphones must be stowed away and turned off for the duration of the class. No food allowed in class.",外文三乙,2.0,限外文系學生。,511,436,1.0,511_436
nan,外文三乙,2.0,限外文系學生。,511,541,1.0,511_541
"Attendance & Participation: 35%
Summary: 25%
Book Report: 40%",外文三乙,2.0,限外文系學生。,512,529,1.0,512_529
個別討論,外文四甲,0.0,,2,4,0.9,2_4
-1,外文四甲,3.0,,526,539,0.5,526_539
-1,外文四甲,2.0,限外文系學生。,527,539,0.4,527_539
-1,外文四甲,3.0,,528,542,1.0,528_542
-1,外文四甲,2.0,,529,535,0.5333333333333333,529_535
-1,外文四甲,2.0,,530,530,0.68,530_530
-1,外文四甲,2.0,,531,538,1.0,531_538
-1,外文四甲,2.0,,532,545,1.0,532_545
-1,外文四甲,2.0,,533,549,1.0,533_549
教官評操行分數.導師不需給予操行分數.,外文四乙,0.0,,2,528,0.9166666666666666,2_528
nan,資電學院綜合班,0.0,,1,550,0.9538461538461539,1_550
nan,資電學院綜合班,1.0,"課程須配合星期一第9.10節實習課,如有衝堂請勿加選此門課程",534,551,0.75,534_551
"上機作業 30%
期中上機考 30%
期末專題 30%
演講出席 5%
平時成績 5%",資電學院綜合班,2.0,,535,552,0.6166666666666667,535_552
nan,資電學院綜合班,1.0,請至資電學院選課,536,553,0.36666666666666664,536_553
"課堂作業30%, 程式實作30%, 集中考試40%",資訊一甲,2.0, ,537,555,1.0,537_555
"課堂作業30%, 程式實作30%, 集中考試40%",資訊一甲,2.0, ,538,555,1.0,538_555
nan,資訊一甲,3.0, ,539,556,1.0,539_556
術科60%平常30%常識10%,資訊一乙,0.0, ,3,560,1.0,3_560
正課: 55% 實習課: 45%,資訊一乙,2.0, ,537,558,1.0,537_558
正課: 55% 實習課: 45%,資訊一乙,2.0, ,538,558,1.0,538_558
期中考30%、期末考30%、小考+作業40%,資訊一乙,3.0, ,539,554,1.0,539_554
-1,資訊一乙,2.0,,4,2,0.75,4_2
"1.期中成績:20% - 游泳或陸上運動成績(擇優取一)
2.期末成績:40% - 體適能檢測成績(體適能系統成績給分，完成補就教學學生基本分數為60分，在參考後測成績評定，未完成補救教學此項成績為0分)
3.平時成績:40% - 學生除符合教師上課之規定外須完成逢甲大學健康護照內之自我健康管理項目，每學期至少900點，未完成此項成績為0分",資訊一丙,0.0, ,3,562,1.0,3_562
"課堂15%, 實習課45%, 集中考試40%",資訊一丙,2.0, ,537,561,1.0,537_561
"課堂15%, 實習課45%, 集中考試40%",資訊一丙,2.0, ,538,561,1.0,538_561
期中:30% ; 期末:30% ; 平時:40%,資訊一丙,3.0, ,13,563,1.0,13_563
"期中考20%, 期末考30%, 作業40%, 出席10%",資訊一丙,3.0, ,539,561,1.0,539_561
nan,資訊二甲,0.0, ,2,564,0.8666666666666667,2_564
"作業:30%
課堂練習:30%
出席:10%
期中上機測驗:20%
期末上機測驗:20%",資訊二甲,1.0,,541,396,0.9866666666666667,541_396
"1.平時(實習、小考)：60％
2.期中考：20％
3.期末考：20％",資訊二甲,3.0,,542,396,0.9733333333333334,542_396
nan,資訊二甲,3.0,,543,565,0.9733333333333334,543_565
nan,資訊二乙,0.0, ,2,557,0.8266666666666667,2_557
"課堂練習: 20%
出席: 10%
期中上機測驗: 30%
期末上機測驗: 40%",資訊二乙,1.0,,541,566,0.9466666666666667,541_566
"1.平時(實習、小考、出席)： 20％ 
2.期中考： 40％ 
3.期末考： 40％",資訊二乙,3.0,,542,566,0.9333333333333333,542_566
nan,資訊二丙,0.0, ,2,567,0.8933333333333333,2_567
"平時 30% 
期中考 35% 
期末考 35%",資訊二丙,1.0,,541,568,1.0,541_568
"平時 30% 
期中考 35% 
期末考 35%",資訊二丙,3.0,,542,568,1.0,542_568
"作業 50% (10*5%)
小考 15%
考試 35% (期中考15% 期末考20%)",資訊二丙,3.0,,543,558,1.0,543_558
"1.	In-class Q&A (課堂問答)
2.	Roll Call (出席記錄)",資訊二丁,0.0,,2,569,1.0,2_569
nan,資訊三甲,0.0, ,2,556,0.8615384615384616,2_556
期中考30％，期末考40％，平時30％,資訊三甲,3.0,,544,570,0.8,544_570
"課堂參與 25% (出缺席、課堂練習)
作業 20% (履歷寫作 10%，email寫作10%)
期中考 25% (模擬求職面試)
期末考 30% (期末簡報 + Q&A)",資訊三甲,2.0, ,88,571,0.8,88_571
nan,資訊三乙,0.0, ,2,568,0.9333333333333333,2_568
nan,資訊三丙,0.0, ,2,572,0.8833333333333333,2_572
"作業與小考 50% 
期中考 20% 
期末考 20% 
點名 10%",資訊三丙,3.0,,544,566,0.9733333333333334,544_566
"課堂參與 25% (4 scheduled quizzes+1 pop quiz, 5% each))
作業 20% (履歷寫作 10%，email寫作10%)
期中考 25% (模擬求職面試)
期末考 30% (technical terms 5%+final presentation & Q&A 25%))
Up to 5% average bonus  (active participation in class)",資訊三丙,2.0, ,88,6,0.8333333333333334,88_6
無,資訊三丁,0.0,,2,573,0.7361111111111112,2_573
期中考35％，期末考35％，平時30％,資訊三丁,3.0,,544,568,0.9066666666666666,544_568
nan,資訊四甲,0.0,,2,574,0.9722222222222222,2_574
nan,資訊四甲,2.0, ,115,575,0.9305555555555556,115_575
-1,資訊四甲,1.0,,545,576,1.0,545_576
-1,資訊四甲,9.0,,546,577,0.05,546_577
nan,資訊四乙,0.0,,2,578,0.9285714285714286,2_578
nan,資訊四丙,0.0,,2,565,0.9166666666666666,2_565
"期中:35%
期末:40%
平時:25%",電腦系統學程資訊二,3.0,,547,556,0.8194444444444444,547_556
"期中:15%
期末:15%。
實驗:70%",電腦系統學程資訊二,1.0,,548,556,0.7647058823529411,548_556
期中，期末，平時,電腦系統學程資訊二,3.0,,549,572,0.7714285714285715,549_572
"期中, 期末, 實驗作業",電腦系統學程資訊二,1.0,,550,572,0.8,550_572
nan,軟體工程學程資訊二,3.0,,551,564,1.0,551_564
nan,軟體工程學程資訊二,1.0,,552,564,1.0,552_564
"作業 35% 
期末專題 35% 
指定閱讀報告 15% 
專題演講出席 5%
專題演講心得報告 5% 
平時成績 10%",軟體工程學程資訊二,3.0,,553,552,1.0,553_552
"專題&報告 (3 次): 45 %
期中&期末考: 30 %
課堂/作業練習(含點名): 25 %",軟體工程學程資訊二,3.0, ,554,564,0.9333333333333333,554_564
"1.	CCNA 線上測驗(該單元結束後自行上網測驗)：5% 
    	沒有測驗一次扣一分，無故未事先申請同意者將無法補測。
    	測驗成績未達 80% 需補考至 80% 以上，否則一次扣 0.5 分。
2.	期中、期末考：60% 
3.	作業與實驗實習： 
    	作業：子網劃分(3%)、static route (4%)、其它(3%)
    	子網劃分測驗 (5%)
    	網路線實驗  (5%)
    	Static Route測驗 (10%)
4.	隨機考、平時表現: 5%",軟體工程學程資訊二,3.0,,555,579,1.0,555_579
nan,軟體工程學程資訊二,3.0,,551,574,0.9777777777777777,551_574
nan,軟體工程學程資訊二,1.0,,552,574,0.9333333333333333,552_574
"Midterm	(30%)
Final	(30%)
Quiz and exercise          (40%)",網路與資安學程資訊二,3.0,,556,578,0.9125,556_578
"1.線上測驗：10%，缺考一次扣2分，各章考試成績<60分扣1分，10分扣完為止。 
2.平時課後小考：15% 
3.期中考與期末考：60% 
4.實驗實習：15%",網路與資安學程資訊二,3.0,,555,557,0.8833333333333333,555_557
"作業與小考 50% 
期中考 20% 
期末考 20% 
點名 10%",電腦系統學程資訊三,3.0,,557,566,0.9466666666666667,557_566
"平時 (作業 35% , 點名 10% , 綜合考評 5%): 50%,  期中考: 25%,   期末考: 25% ;",電腦系統學程資訊三,3.0,,439,580,0.7125,439_580
"A 期中考：30%
B 期末考：30%
C 平  時：40%",電腦系統學程資訊三,3.0,,559,567,0.8,559_567
考試 20%、作業 40%、期末專題 40%,電腦系統學程資訊三,3.0,,560,574,0.65,560_574
"A 期中考：30%
B 期末考：30%
C 平  時：40%",軟體工程學程資訊三,3.0, ,561,559,0.7833333333333333,561_559
"學生必須分組以物件導向軟體開發的方式完成一個軟體專案。
* Midterm exam: 25%;
* Final exam: 25%.
* Homework assignment: 25%; 
* Project assignment: 20% 
* Others: 5%",軟體工程學程資訊三,3.0, ,562,581,0.7666666666666667,562_581
"平時成績50%: (個人及小組作業 35%,點名10% ,綜合考評 5%) ,期中考 25% ,期末考 25% ;",軟體工程學程資訊三,3.0,,563,580,0.9833333333333333,563_580
"1.	平時成績 (45%)
    	Lab：40%
    	每一份Lab，完成題目要求的基本功能得85 分。
    	除了題目的要求，另增加其它進階功能者，依所增加功能的難易程度加分，最高至滿分100分。
    	平時表現、隨機考、出缺席狀況、…：5%
2.	期中考 (25%)
3.	期末作業 (30%)
    	期末專題企劃書：5 %",網路與資安學程資訊三,2.0,,564,579,0.8777777777777778,564_579
"1.	平時成績 (45%)
    	Lab：40%
    	每一份Lab，完成題目要求的基本功能得85 分。
    	除了題目的要求，另增加其它進階功能者，依所增加功能的難易程度加分，最高至滿分100分。
    	平時表現、隨機考、出缺席狀況、…：5%
2.	期中考 (25%)
3.	期末作業 (30%)
    	期末專題企劃書：5 %",網路與資安學程資訊三,1.0,,565,579,0.8777777777777778,565_579
"平時 40%
期中 30%
期末 30%",網路與資安學程資訊三,3.0, ,566,557,0.9833333333333333,566_557
"1. 期中考
2. 課堂討論報告
3. 期末考或報告
4. 點名, In-class 筆試",網路與資安學程資訊三,3.0,,567,582,1.0,567_582
nan,網路與資安學程資訊三,3.0, ,568,551,0.8875,568_551
nan,軟體工程學程資訊四,3.0,,570,555,0.6166666666666667,570_555
"LAB Exam/LAB Homework: 40%
In-class Exam/Roll Call: 10%
Midterm Exam: 25%
Final Project/Oral Presentation: 25%",網際網路學程資訊四,3.0,,571,569,0.32222222222222224,571_569
"Mid: 30%
Quiz: 40%
Final: 30%
Project: 50% (Elective item)
Roll Call: pass/fail ?",電子一甲,3.0, ,572,585,1.0,572_585
"出席 - 10%
平時小考 - 30%(兩次)
期中上機考- 30%
期末上機考- 30%",電子一甲,1.0, ,573,585,1.0,573_585
"平時成績(點名,習作,課堂問答)佔30%, 期末全校統一會考, 10%,
期中考佔30% 
期未考佔30%",電子一甲,3.0, ,574,464,1.0,574_464
"課堂講授, 習作演練 , 平時考核(40%) , 期中考核(30%) , 期末考核(30%)",電子一甲,3.0, ,13,586,1.0,13_586
"學期成績計算項目及權重標準如下：
A.	Exam 1 (Midterm)	30%
B.	Exam 2 (Final)	30%
C.	平常考*2	          40%
2.集中考試(Exam 1、Exam 2)：
  期中、期末考均配合學校考試時程，這些屬於E2核心能力邏輯推理與計算能力的測驗(2*30%)。
3. 小考
  兩次A1核心能力觀念題的測驗(30%)
4.點名無故不到者(沒事先請假者), 每次扣平常分數2分(最高扣10分)",電子一甲,3.0, ,539,587,1.0,539_587
"(1) Midterm exam: 30% 
(2) assignment and quiz: 30% 
(3) Final exam: 40%",電子一乙,3.0, ,572,593,1.0,572_593
"平時30% (點名10%  隨堂考/作業20%) 
期中30% 
期末40%",電子一乙,1.0, ,573,593,1.0,573_593
"平時成績(點名,習作,課堂問答)佔40% 
期中考佔30% 
期未考佔30%",電子一乙,3.0, ,574,594,1.0,574_594
"Participation 10%
Assignment 30%
Midterm exam 30%
Final exam 30%",電子一乙,3.0, ,539,595,1.0,539_595
班級活動出席率與個別輔導100%,電子二甲,0.0, ,2,589,0.8428571428571429,2_589
期中考: 30% 期末考:30% 平時成績:40%,電子二甲,3.0, ,25,586,0.84,25_586
"1.學期成績計算項目及權重標準如下：
(1)Midterm exam: 30%
(2)In-class exam: 40% 
(3)Final exam: 30% 
考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共四次，採取隨堂考試方式，目的在培養學生平時複習的學習習慣。隨堂考時間均已排定在課程進度表中。",電子二甲,3.0, ,575,590,1.0,575_590
"1. 學期成績計算項目及權重標準如下：
   A. Exam 1 (Midterm)          30%
   B. Exam 2 (Final)            40%
   C. Homework & Attendance     30%
2. 考試(Exam 1 & Exam 2):
   期中、期末考均配合學校考試時程，考試內容包含所有課堂講授與教科書相關教材。
3. 作業(Homework)：
   隨堂提出若干問題，供學生練習解答，目的在使學生對相關主題更瞭解。
4. 出席(Attendance)：
   為鼓勵學生上課，將不定時點名並列入成績考核。",電子二甲,3.0, ,576,584,0.96,576_584
"1.學期成績計算及權重標準如下:
(1)期中考: 30%
(2)期末考: 40%
(3)小考及出席: 30%
期中考, 期末考均配合學校考試課程. 小考共二次,時間已安排在課程進度表中.",電子二甲,3.0, ,577,584,0.9076923076923077,577_584
"此課程之目的主要配合電子學(一)課程，輔之以電腦模擬與麵包板實驗驗證，以提高學生學習興趣，厚植其基本概念與理論基礎。
學期成績計算項目及權重標準如下：平時成績30%，期中考30%，期末考40%。",電子二甲,1.0, ,578,584,0.9384615384615385,578_584
"學習方式:
學生將藉由本課程熟悉基本交流電路分析，包含：基本交流訊號、串/並聯交流電路、電功率、頻率響應、Laplace轉換及諸如迴路電流法、節點電壓法、諾頓定理、戴維寧定理與雙埠網路分析等各種交流網路分析定理之電路應用。 
Students will learn and establish fundamental concepts of ac circuitry through lecture teaching, practice and quiz, including basic elements and phasors, signal expressions, ac network analysis, frequency responses, applications of Laplace transform, and two-port network analysis. 
評量方式: 
平時成績: 30% (含隨堂考及課堂出席) 
期中考: 35% 
期末考: 35%",電子二甲,3.0, ,579,596,0.6625,579_596
"Midterm, final exam, term project",電子二甲,3.0, ,549,592,0.5875,549_592
小組輔導,電子二乙,0.0, ,2,595,0.8769230769230769,2_595
"期中考: 30% 期末考:30% 平時成績:40%
點名無故不到者(沒事先請假者), 每次扣平常分數2分(最高扣10分)",電子二乙,3.0, ,25,587,0.9733333333333334,25_587
"1.學期成績計算項目及權重標準如下：
(1)Midterm exam: 30%
(2)In-class exam: 30% 
(3)Final exam: 40% 
考試(Exam 1、Exam 2 ＆ Quiz average)：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共四次，採取隨堂考試方式，目的在培養學生平時複習的學習習慣。隨堂考時間均已排定在課程進度表中。",電子二乙,3.0, ,575,591,0.875,575_591
"期中考: 30%
期末考: 35%
平時及出席率:35%",電子二乙,3.0, ,576,589,0.8625,576_589
"1.學期成績計算及權重標準如下:
(1)期中考: 30%
(2)期末考: 40%
(3)會考或平時考: 15%
(4)課堂表現: 5%
(5)課輔學習績效: 10%
期中考, 期末考均配合學校考試課程. 會考依系規定舉辦，考試時間由系辦公室公告.若無會考則舉行平時考。",電子二乙,3.0, ,577,588,0.8615384615384616,577_588
"(1)出席、實作、報告 40% 
(2)期中 30%
(3)期末 30%",電子二乙,1.0, ,578,597,0.8676470588235294,578_597
"(1)平時考30%
(2)期中考35%
(3)期末考35%",電子二乙,3.0, ,579,598,0.86,579_598
(1)平時考30%  (2)期中考35%  (3)期末考35%,電子二乙,3.0, ,549,595,0.6,549_595
nan,電子三甲,0.0, ,2,587,0.8823529411764706,2_587
nan,電子三甲,3.0, ,580,599,0.4117647058823529,580_599
nan,電子三甲,1.0, ,581,599,0.9264705882352942,581_599
nan,電子三乙,0.0, ,2,588,0.8088235294117647,2_588
"Mid-term examination
Final examination
Final Report",電子三乙,3.0, ,580,600,0.8352941176470589,580_600
"(1)每週實驗報告及點名:50%
(2)期中上機考:25%
(3)期末小專題或期末考:25%",電子三乙,1.0, ,581,597,0.9558823529411765,581_597
"(1)專題指導老師考核占總成績50% (專題上傳系統3次週記、期末報告、期中考核表、期未考核表、指導老師口試評分…等之平均評分)。
(2)專題發表其他口試老師平均評分占總成績50% 。",電子四甲,1.0, ,115,601,0.8,115_601
-1,電子四甲,0.0,,2,585,1.0,2_585
"1.學期成績計算及權重標準如下:
(1)期中考: 30%
(2)期末考: 40%
(3)平時成績(課堂表現、出席率): 30%",IC設計學程電子二,3.0, ,577,583,0.35,577_583
"1.學期成績計算項目及權重標準如下：
   A. 期中考                    30%
   B. 期末考                    35%
   C. 平時成績含             35%
      
2.考試：(期中考, 期末考, 小考)
   期中、期末考均配合學校時程，內容包含所有講授內容與參考書中部份教材。小考則於每章授課後及期中/期末考前舉行，目的在培養學生平時複習之學習習慣與期中/末考前之整理。",半導體電子學程電子三,3.0, ,582,596,0.8133333333333334,582_596
出席率，報告，小考，期中，期末考,半導體電子學程電子三,3.0, ,433,602,1.0,433_602
nan,半導體電子學程電子三,3.0, ,583,603,0.8666666666666667,583_603
-1,半導體電子學程電子三,3.0, ,584,598,0.6166666666666667,584_598
-1,半導體電子學程電子三,3.0, ,585,600,0.6444444444444445,585_600
-1,半導體電子學程電子三,3.0,,586,598,0.6166666666666667,586_598
-1,半導體電子學程電子三,3.0,,587,593,1.0,587_593
-1,半導體電子學程電子三,3.0,,588,586,0.5833333333333334,588_586
-1,半導體電子學程電子三,3.0,,589,603,0.2833333333333333,589_603
"期中30％
平時30％
期末40％",半導體電子學程電子四,3.0,,590,597,0.38333333333333336,590_597
"學期成績計算:
期中考(Midterm examination)  :30%
期末考(Final examination)  :35%
、作業及出席率(Homework and Roll call):35%",半導體電子學程電子四,3.0,,591,589,0.4,591_589
nan,半導體電子學程電子四,3.0,,592,588,1.0,592_588
期中，期末，心得報告，小考，出席率,半導體電子學程電子四,3.0,,593,602,0.75,593_602
"1.學期成績計算項目及權重標準如下： 
(1)期中電子元件應用到之量測機台與業界元件結構模擬介紹上機使用與實際參與學習量測: 30% 
(2)課程參與: 40% 
(3)Final exam: 30%",半導體電子學程電子四,3.0,,594,590,0.31666666666666665,594_590
-1,半導體電子學程電子四,3.0,,595,603,0.48333333333333334,595_603
-1,半導體電子學程電子四,3.0,,596,583,0.26666666666666666,596_583
"1.	學期成績計算項目及權重標準如下：A.	Exam 1 (Midterm)	30%B.	Exam 2 (Final)	40%C.	Quiz average                 10%D.	Lab and Lab reports	10%E.	Home Works	10%
2.	考試(Exam 1、Exam 2 ＆ Quiz average)：期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考視學習狀況不定期施行，整學期約兩次，以作為提醒學生複習及思考的手段。
3.	Lab reports and Home works：作業練習為配合上機實習課程，設計包括自傳/報告撰寫、網路應用實務、應用程式設計等主題，於整個學期中實施，其中部分為實習課現場限時完成、部份為定期繳交。",電機一甲,3.0, ,572,606,1.0,572_606
"1.	學期成績計算項目及權重標準如下：A.	Exam 1 (Midterm)	20%B.	Exam 2 (Final)	20%C.	Lab and Lab reports	20%D.	Home Works	40%
2.	考試(Exam 1、Exam 2)：採上機測驗，內容包含所有講授內容與作業相關技術。
3.	Lab reports and Home works：作業練習為配合上機實習課程，設計包括自傳/報告撰寫、網路應用實務、應用程式設計等主題，於整個學期中實施，其中部分為實習課現場限時完成、部份為定期繳交。",電機一甲,1.0, ,573,607,1.0,573_607
"平時成績-30%：出席、上課表現-20%，會考-10% 
期中考-30% 
期未考-40%",電機一甲,3.0, ,574,608,1.0,574_608
